run_id,strategy,use_trigger,seed,split,iteration,n_labels,accuracy,balanced_accuracy,macro_f1,max_uncertainty
temporal-random-s45,random,False,45,temporal,108,1100,0.57016,0.5129573769267297,0.45885762506045025,
temporal-random-s45,random,False,45,temporal,109,1110,0.56884,0.5115498213794009,0.45697250537385636,
temporal-random-s45,random,False,45,temporal,110,1120,0.5678,0.5110717416134971,0.4579830148721776,
temporal-random-s45,random,False,45,temporal,111,1130,0.56652,0.5096614505312916,0.45598442523318305,
temporal-random-s45,random,False,45,temporal,112,1140,0.5668,0.5092678447375926,0.453627577494498,
temporal-random-s45,random,False,45,temporal,113,1150,0.56756,0.5101520121988475,0.45501126183360296,
temporal-random-s45,random,False,45,temporal,114,1160,0.56748,0.5098454357272977,0.4540084455971177,
temporal-random-s45,random,False,45,temporal,115,1170,0.56692,0.5091597829197462,0.45284775133666205,
temporal-random-s45,random,False,45,temporal,116,1180,0.56868,0.5113984987974294,0.4568206685604146,
temporal-random-s45,random,False,45,temporal,117,1190,0.568,0.510471414561465,0.45504095552908946,
temporal-random-s45,random,False,45,temporal,118,1200,0.56708,0.5088992027471978,0.45132293082977687,
temporal-random-s45,random,False,45,temporal,119,1210,0.56824,0.5109792412215949,0.4563907975030036,
temporal-random-s45,random,False,45,temporal,120,1220,0.56856,0.5113567777954505,0.4569920987829503,
temporal-random-s45,random,False,45,temporal,121,1230,0.56848,0.5109004185040752,0.4553961314055108,
temporal-random-s45,random,False,45,temporal,122,1240,0.56808,0.5108279186396234,0.456239031770216,
temporal-random-s45,random,False,45,temporal,123,1250,0.5688,0.5120143872754056,0.45891926755039625,
temporal-random-s45,random,False,45,temporal,124,1260,0.569,0.5123626847489344,0.4597317933931505,
temporal-random-s45,random,False,45,temporal,125,1270,0.56856,0.5117811624516224,0.4586670826930087,
temporal-random-s45,random,False,45,temporal,126,1280,0.56904,0.5118731550496254,0.4576952089466636,
temporal-random-s45,random,False,45,temporal,127,1290,0.5684,0.5105813601308732,0.4543396032528035,
temporal-random-s45,random,False,45,temporal,128,1300,0.56788,0.5104921030677467,0.45546444020084076,
temporal-random-s45,random,False,45,temporal,129,1310,0.5682,0.5102580264606487,0.4536062884902229,
temporal-random-s45,random,False,45,temporal,130,1320,0.56856,0.5103457437616291,0.45291827008378727,
temporal-random-s45,random,False,45,temporal,131,1330,0.5684,0.5099947107532238,0.4519475583439868,
temporal-random-s45,random,False,45,temporal,132,1340,0.56756,0.5094030980997206,0.45198231536033157,
temporal-random-s45,random,False,45,temporal,133,1350,0.5668,0.5087186410648995,0.45140206880362677,
temporal-random-s45,random,False,45,temporal,134,1360,0.56684,0.5100265052034951,0.45653355580036115,
temporal-random-s45,random,False,45,temporal,135,1370,0.56644,0.5091676455349601,0.4542491454611066,
temporal-random-s45,random,False,45,temporal,136,1380,0.56732,0.5101060158998459,0.4555059835961093,
temporal-random-s45,random,False,45,temporal,137,1390,0.5674,0.5101255086333972,0.45535807485634766,
temporal-random-s45,random,False,45,temporal,138,1400,0.56728,0.5098591134016802,0.4546333995500541,
temporal-random-s45,random,False,45,temporal,139,1410,0.56744,0.5101227730985207,0.4552341773265527,
temporal-random-s45,random,False,45,temporal,140,1420,0.5658,0.5092613416995927,0.45640609764629103,
temporal-random-s45,random,False,45,temporal,141,1430,0.5684,0.5119793331159102,0.45987947064720136,
temporal-random-s45,random,False,45,temporal,142,1440,0.56736,0.5099285337418399,0.4546842445919923,
temporal-random-s45,random,False,45,temporal,143,1450,0.56696,0.5099808528939093,0.4560191535927357,
temporal-random-s45,random,False,45,temporal,144,1460,0.56656,0.5091219932253741,0.45372596760255,
temporal-random-s45,random,False,45,temporal,145,1470,0.56596,0.5089133882154796,0.4545896400911073,
temporal-random-s45,random,False,45,temporal,146,1480,0.56732,0.5100935339981939,0.4554562936051918,
temporal-random-s45,random,False,45,temporal,147,1490,0.56672,0.5101096032180373,0.45719181754749727,
temporal-random-s45,random,False,45,temporal,148,1500,0.56564,0.5082612498052774,0.4528921984571796,
temporal-random-s45,random,False,45,temporal,149,1510,0.56528,0.5094966140794213,0.4587299366706456,
temporal-random-s45,random,False,45,temporal,150,1520,0.5654,0.5085647467525352,0.45477615774687385,
temporal-random-s45,random,False,45,temporal,151,1530,0.56364,0.5077115219582368,0.45627916167144433,
temporal-random-s45,random,False,45,temporal,152,1540,0.56396,0.5077520471874852,0.45556627175868275,
temporal-random-s45,random,False,45,temporal,153,1550,0.56596,0.5089383520187838,0.45468870830285574,
temporal-random-s45,random,False,45,temporal,154,1560,0.5634,0.5073035505113239,0.4553521222130957,
temporal-random-s45,random,False,45,temporal,155,1570,0.56164,0.5045031490592954,0.44921120702154943,
temporal-random-s45,random,False,45,temporal,156,1580,0.56376,0.5064426432867435,0.45095084640523414,
temporal-random-s45,random,False,45,temporal,157,1590,0.56156,0.5054822084579135,0.4532996664484554,
temporal-random-s45,random,False,45,temporal,158,1600,0.56264,0.5066440572798071,0.45486404303250394,
temporal-random-s45,random,False,45,temporal,159,1610,0.56488,0.5077889850985423,0.45315798998612533,
temporal-random-s45,random,False,45,temporal,160,1620,0.56328,0.507798551280386,0.4575787686644175,
temporal-random-s45,random,False,45,temporal,161,1630,0.56628,0.509166105772814,0.45469433684896016,
temporal-random-s45,random,False,45,temporal,162,1640,0.56448,0.5082032793985231,0.4559000993883821,
temporal-random-s45,random,False,45,temporal,163,1650,0.56664,0.5105269770423102,0.4590330102710827,
temporal-random-s45,random,False,45,temporal,164,1660,0.56488,0.5087750553290594,0.4570293875940781,
temporal-random-s45,random,False,45,temporal,165,1670,0.56388,0.5083067219299313,0.4579194670523134,
temporal-random-s45,random,False,45,temporal,166,1680,0.56324,0.5082131895697822,0.45925481408962604,
temporal-random-s45,random,False,45,temporal,167,1690,0.565,0.5090414505607764,0.4577334666254889,
temporal-random-s45,random,False,45,temporal,168,1700,0.56432,0.509062990850373,0.4596278543754577,
temporal-random-s45,random,False,45,temporal,169,1710,0.56464,0.5091908893911862,0.4592679353492874,
temporal-random-s45,random,False,45,temporal,170,1720,0.565,0.5088042944293862,0.4568163786483506,
temporal-random-s45,random,False,45,temporal,171,1730,0.5648,0.5090800920384633,0.458419349083773,
temporal-random-s45,random,False,45,temporal,172,1740,0.56516,0.5087184608799675,0.45604441692605957,
temporal-random-s45,random,False,45,temporal,173,1750,0.56436,0.5080866669866314,0.4557744792284455,
temporal-random-s45,random,False,45,temporal,174,1760,0.56468,0.5086514320852688,0.4570936453588908,
temporal-random-s45,random,False,45,temporal,175,1770,0.5644,0.5080215219434943,0.45541084422012895,
temporal-random-s45,random,False,45,temporal,176,1780,0.56648,0.5097141136727766,0.4563030642289748,
temporal-random-s45,random,False,45,temporal,177,1790,0.56464,0.5085043848003199,0.45663318129206854,
temporal-random-s45,random,False,45,temporal,178,1800,0.56328,0.5078484788869944,0.457768969396866,
temporal-random-s45,random,False,45,temporal,179,1810,0.56476,0.5093574294096863,0.4595828558953235,
temporal-random-s45,random,False,45,temporal,180,1820,0.56328,0.508023225510124,0.4584325396825397,
temporal-random-s45,random,False,45,temporal,181,1830,0.56508,0.5092107261141531,0.4581694399291898,
temporal-random-s45,random,False,45,temporal,182,1840,0.56396,0.5087256355163502,0.4592993945885287,
temporal-random-s45,random,False,45,temporal,183,1850,0.56548,0.5091708888637358,0.45693110299521644,
temporal-random-s45,random,False,45,temporal,184,1860,0.56436,0.5089229543973232,0.45899134634727046,
temporal-random-s45,random,False,45,temporal,185,1870,0.56452,0.5083628085851241,0.4564108063482566,
temporal-random-s45,random,False,45,temporal,186,1880,0.56564,0.5089976820027522,0.4558143055715761,
temporal-random-s45,random,False,45,temporal,187,1890,0.56396,0.508813008827915,0.459629366519159,
temporal-random-s45,random,False,45,temporal,188,1900,0.56524,0.5091498563680386,0.4575027542778326,
temporal-random-s45,random,False,45,temporal,189,1910,0.564,0.507998949685651,0.4564145354904815,
temporal-random-s45,random,False,45,temporal,190,1920,0.56416,0.5085746569237943,0.4581960285912104,
temporal-random-s45,random,False,45,temporal,191,1930,0.5654,0.5093511065566184,0.4578470735543092,
temporal-random-s45,random,False,45,temporal,192,1940,0.56464,0.5092158531944905,0.4593627733728858,
temporal-random-s45,random,False,45,temporal,193,1950,0.56312,0.5075723372885018,0.457141823089413,
temporal-random-s45,random,False,45,temporal,194,1960,0.56596,0.5099743498559094,0.45873806376266535,
temporal-random-s45,random,False,45,temporal,195,1970,0.56388,0.5082567943233228,0.45772867876053636,
temporal-random-s45,random,False,45,temporal,196,1980,0.5656,0.5092999831772795,0.45710534762150473,
temporal-random-s45,random,False,45,temporal,197,1990,0.565,0.5092286790855582,0.4584530983602808,
temporal-random-s45,random,False,45,temporal,198,2000,0.56472,0.5089981897966515,0.4583197938170604,
temporal-random-s46,random,False,46,temporal,0,20,0.47456,0.4963039320119662,0.47218782121164127,
temporal-random-s46,random,False,46,temporal,1,30,0.474,0.49634222950023743,0.4713380168973846,
temporal-random-s46,random,False,46,temporal,2,40,0.48,0.49729242654884104,0.47926066345498575,
temporal-random-s46,random,False,46,temporal,3,50,0.501,0.5064159595363613,0.5001332863037359,
temporal-random-s46,random,False,46,temporal,4,60,0.4844,0.4966919520727737,0.4843873151029712,
temporal-random-s46,random,False,46,temporal,5,70,0.48084,0.49461378096948994,0.4807231627116101,
temporal-random-s46,random,False,46,temporal,6,80,0.4576,0.4814994465865521,0.45379720857311395,
temporal-random-s46,random,False,46,temporal,7,90,0.4658,0.48595638640101724,0.4639843864732376,
temporal-random-s46,random,False,46,temporal,8,100,0.45908,0.48439388819262885,0.45443418058106144,
temporal-random-s46,random,False,46,temporal,9,110,0.4526,0.4780094446389168,0.447732616599795,
temporal-random-s46,random,False,46,temporal,10,120,0.45488,0.477366724986523,0.45181287108624235,
temporal-random-s46,random,False,46,temporal,11,130,0.4432,0.47199944175431985,0.4354668203702337,
temporal-random-s46,random,False,46,temporal,12,140,0.44712,0.4653531075921904,0.44580454037593065,
temporal-random-s46,random,False,46,temporal,13,150,0.44784,0.4672760084254474,0.44608300720447136,
temporal-random-s46,random,False,46,temporal,14,160,0.45856,0.4715606095426923,0.4584621800740506,
temporal-random-s46,random,False,46,temporal,15,170,0.45456,0.46584285023732813,0.4545549592151111,
temporal-random-s46,random,False,46,temporal,16,180,0.46308,0.4761568814509277,0.4629858627105671,
temporal-random-s46,random,False,46,temporal,17,190,0.46056,0.473408455161553,0.46048022358454843,
temporal-random-s46,random,False,46,temporal,18,200,0.4482,0.46698926867686436,0.44669695537778076,
temporal-random-s46,random,False,46,temporal,19,210,0.45276,0.4724815019691756,0.4509510153673919,
temporal-random-s46,random,False,46,temporal,20,220,0.45268,0.4670323820169541,0.452390314476358,
temporal-random-s46,random,False,46,temporal,21,230,0.4542,0.46952466723528663,0.4537405958411024,
temporal-random-s46,random,False,46,temporal,22,240,0.4496,0.47293476535581036,0.4459613614355389,
temporal-random-s46,random,False,46,temporal,23,250,0.44804,0.4727294036746915,0.4435366525312636,
temporal-random-s46,random,False,46,temporal,24,260,0.44852,0.47217233738678444,0.4446721904733576,
temporal-random-s46,random,False,46,temporal,25,270,0.46216,0.47026593166502834,0.46197625929710306,
temporal-random-s46,random,False,46,temporal,26,280,0.46292,0.46698114397447665,0.4618533770336233,
temporal-random-s46,random,False,46,temporal,27,290,0.46864,0.47260623908345495,0.46751325805404237,
temporal-random-s46,random,False,46,temporal,28,300,0.46772,0.4769379667506383,0.46764076365126184,
temporal-random-s46,random,False,46,temporal,29,310,0.47904,0.48316615720742184,0.47790819183597727,
temporal-random-s46,random,False,46,temporal,30,320,0.4878,0.48501352779328005,0.4834085386416263,
temporal-random-s46,random,False,46,temporal,31,330,0.49396,0.4909455433632238,0.4893904736511802,
temporal-random-s46,random,False,46,temporal,32,340,0.53856,0.511498698000062,0.5063279175109417,
temporal-random-s46,random,False,46,temporal,33,350,0.53268,0.5080189502131014,0.504308724390982,
temporal-random-s46,random,False,46,temporal,34,360,0.52048,0.5073180144472279,0.5072794536801388,
temporal-random-s46,random,False,46,temporal,35,370,0.5264,0.5131291423082575,0.5130990950459781,
temporal-random-s46,random,False,46,temporal,36,380,0.5218,0.5087130880929047,0.5086820262816278,
temporal-random-s46,random,False,46,temporal,37,390,0.52868,0.5093409834395305,0.5081047956820948,
temporal-random-s46,random,False,46,temporal,38,400,0.52088,0.5085388492636743,0.5085364453977442,
temporal-random-s46,random,False,46,temporal,39,410,0.51316,0.5000923202069703,0.5000456773648578,
temporal-random-s46,random,False,46,temporal,40,420,0.52336,0.5043126280643928,0.5031173042602926,
temporal-random-s46,random,False,46,temporal,41,430,0.54344,0.5126752728450332,0.5046006944444444,
temporal-random-s46,random,False,46,temporal,42,440,0.54728,0.5149714513355717,0.5055598143173787,
temporal-random-s46,random,False,46,temporal,43,450,0.55304,0.5186591161535955,0.5073162209609517,
temporal-random-s46,random,False,46,temporal,44,460,0.55776,0.518136612611733,0.5003536967980358,
temporal-random-s46,random,False,46,temporal,45,470,0.55788,0.5189272477128389,0.5021111164346987,
temporal-random-s46,random,False,46,temporal,46,480,0.55776,0.5201337168760716,0.5051138391792293,
temporal-random-s46,random,False,46,temporal,47,490,0.5578,0.5185332979297242,0.5012668957715266,
temporal-random-s46,random,False,46,temporal,48,500,0.55572,0.5165661043640954,0.4993158193721454,
temporal-random-s46,random,False,46,temporal,49,510,0.55432,0.5174107621839004,0.5031068744385268,
temporal-random-s46,random,False,46,temporal,50,520,0.5548,0.5166539854695595,0.5007472409794329,
temporal-random-s46,random,False,46,temporal,51,530,0.55156,0.5180863082548123,0.5076621964537186,
temporal-random-s46,random,False,46,temporal,52,540,0.54516,0.5135437150758603,0.5047280167931167,
temporal-random-s46,random,False,46,temporal,53,550,0.55592,0.5163901619682354,0.4986123511972505,
temporal-random-s46,random,False,46,temporal,54,560,0.55796,0.5171368647068334,0.49757504008883807,
temporal-random-s46,random,False,46,temporal,55,570,0.55332,0.5135223877320925,0.49516710773428674,
temporal-random-s46,random,False,46,temporal,56,580,0.55424,0.5146202872835794,0.4965925131417181,
temporal-random-s46,random,False,46,temporal,57,590,0.55728,0.5147618798792237,0.4924313237385207,
temporal-random-s46,random,False,46,temporal,58,600,0.55736,0.5139575671037352,0.4901305906319129,
temporal-random-s46,random,False,46,temporal,59,610,0.55768,0.5150091263668051,0.4924566668149365,
temporal-random-s46,random,False,46,temporal,60,620,0.55704,0.5141042703992685,0.4910508746244301,
temporal-random-s46,random,False,46,temporal,61,630,0.55856,0.5151611369276078,0.4914447664520088,
temporal-random-s46,random,False,46,temporal,62,640,0.55764,0.5132269499654291,0.4876334469320264,
temporal-random-s46,random,False,46,temporal,63,650,0.54756,0.5104213722917181,0.4954110384179234,
temporal-random-s46,random,False,46,temporal,64,660,0.54956,0.5101972222363276,0.4922200216228686,
temporal-random-s46,random,False,46,temporal,65,670,0.55036,0.5115030388188779,0.4943116661901833,
temporal-random-s46,random,False,46,temporal,66,680,0.55228,0.5134187650157522,0.4963502505466942,
temporal-random-s46,random,False,46,temporal,67,690,0.54592,0.5095224951878338,0.49537718560355704,
temporal-random-s46,random,False,46,temporal,68,700,0.55192,0.5114337986636502,0.4919376740596493,
temporal-random-s46,random,False,46,temporal,69,710,0.54856,0.5101283096900672,0.4934202044339526,
temporal-random-s46,random,False,46,temporal,70,720,0.55616,0.5151005947904606,0.49503480870327565,
temporal-random-s46,random,False,46,temporal,71,730,0.55044,0.510860990764867,0.49262642868637424,
temporal-random-s46,random,False,46,temporal,72,740,0.53572,0.5035921668040714,0.49386752415057744,
temporal-random-s46,random,False,46,temporal,73,750,0.5356,0.5019902080955779,0.49065947926035947,
temporal-random-s46,random,False,46,temporal,74,760,0.53232,0.5002798271993741,0.49050537328058463,
temporal-random-s46,random,False,46,temporal,75,770,0.53436,0.5013885050858835,0.4907095187536313,
temporal-random-s46,random,False,46,temporal,76,780,0.53668,0.5036014053769476,0.4929086672166176,
temporal-random-s46,random,False,46,temporal,77,790,0.53672,0.501314481839734,0.4879140971025513,
temporal-random-s46,random,False,46,temporal,78,800,0.54652,0.5061862401285275,0.48653307649570166,
temporal-random-s46,random,False,46,temporal,79,810,0.54768,0.5071054617492778,0.4871620497681893,
temporal-random-s46,random,False,46,temporal,80,820,0.54156,0.5058514237640009,0.4923313957529032,
temporal-random-s46,random,False,46,temporal,81,830,0.54912,0.50857970210189,0.48879471391820206,
temporal-random-s46,random,False,46,temporal,82,840,0.54428,0.5049664208998796,0.4867027224792009,
temporal-random-s46,random,False,46,temporal,83,850,0.54676,0.5059950802961388,0.48568559662309085,
temporal-random-s46,random,False,46,temporal,84,860,0.5462,0.5060957872926706,0.4867732263515584,
temporal-random-s46,random,False,46,temporal,85,870,0.5462,0.5064452805389299,0.48765364878692213,
temporal-random-s46,random,False,46,temporal,86,880,0.5492,0.5072636313586648,0.48524583570001495,
temporal-random-s46,random,False,46,temporal,87,890,0.54624,0.5047075606744093,0.4831253023243119,
temporal-random-s46,random,False,46,temporal,88,900,0.54992,0.5078884144201018,0.4857696390570847,
temporal-random-s46,random,False,46,temporal,89,910,0.54304,0.5041150798571429,0.4863405100125076,
temporal-random-s46,random,False,46,temporal,90,920,0.54592,0.5061149360368062,0.4872278873964583,
temporal-random-s46,random,False,46,temporal,91,930,0.54676,0.5040978312450173,0.4806595422695365,
temporal-random-s46,random,False,46,temporal,92,940,0.54756,0.5059778153035649,0.48441531116393377,
temporal-random-s46,random,False,46,temporal,93,950,0.54916,0.5068544641390216,0.4842170310835263,
temporal-random-s46,random,False,46,temporal,94,960,0.5516,0.5084725084478068,0.48462979011278334,
temporal-random-s46,random,False,46,temporal,95,970,0.55116,0.5081156603802328,0.48438021843313706,
temporal-random-s46,random,False,46,temporal,96,980,0.54908,0.5078584873409437,0.4869960026062296,
temporal-random-s46,random,False,46,temporal,97,990,0.54784,0.504847777312391,0.4809263618111801,
temporal-random-s46,random,False,46,temporal,98,1000,0.54908,0.5067475980939056,0.4840584684916617,
temporal-random-s46,random,False,46,temporal,99,1010,0.55188,0.5078043008177612,0.4823039493651396,
temporal-random-s46,random,False,46,temporal,100,1020,0.54788,0.5057187748931626,0.48322183278585207,
temporal-random-s46,random,False,46,temporal,101,1030,0.55336,0.5082522897000232,0.48097860879970533,
temporal-random-s46,random,False,46,temporal,102,1040,0.54788,0.5066424356154192,0.4856633493477098,
temporal-random-s46,random,False,46,temporal,103,1050,0.552,0.5086448635254754,0.4844387978217539,
temporal-random-s46,random,False,46,temporal,104,1060,0.55144,0.5079092831113154,0.4833460168338639,
temporal-random-s46,random,False,46,temporal,105,1070,0.5524,0.5081681597172342,0.48243051503394024,
temporal-random-s46,random,False,46,temporal,106,1080,0.5518,0.5065241360173462,0.47878537972048496,
temporal-random-s46,random,False,46,temporal,107,1090,0.54916,0.5041583733821645,0.4766964308018544,
temporal-random-s46,random,False,46,temporal,108,1100,0.55424,0.507555530948482,0.4772919722613672,
temporal-random-s46,random,False,46,temporal,109,1110,0.55048,0.5053412546997554,0.4777406347900395,
temporal-random-s46,random,False,46,temporal,110,1120,0.55244,0.5081154965757492,0.4822123835654194,
temporal-random-s46,random,False,46,temporal,111,1130,0.5492,0.5043553482737219,0.4771938853947689,
temporal-random-s46,random,False,46,temporal,112,1140,0.55032,0.5080233237928142,0.485493991415583,
temporal-random-s46,random,False,46,temporal,113,1150,0.54612,0.504091672196433,0.4816788052127755,
temporal-random-s46,random,False,46,temporal,114,1160,0.5498,0.5051755664645702,0.4784812465702207,
temporal-random-s46,random,False,46,temporal,115,1170,0.5506,0.5070555505231178,0.4823958140172373,
temporal-random-s46,random,False,46,temporal,116,1180,0.55144,0.5080965116360973,0.48386313700705835,
temporal-random-s46,random,False,46,temporal,117,1190,0.55324,0.5089594827971712,0.4832083582246081,
temporal-random-s46,random,False,46,temporal,118,1200,0.55344,0.5080845539087927,0.4803484039222401,
temporal-random-s46,random,False,46,temporal,119,1210,0.55292,0.509156113699313,0.484307138167903,
temporal-random-s46,random,False,46,temporal,120,1220,0.5542,0.5083071805824855,0.4796080844203159,
temporal-random-s46,random,False,46,temporal,121,1230,0.55576,0.5088745174115157,0.4783594804900058,
temporal-random-s46,random,False,46,temporal,122,1240,0.55356,0.5083384672388576,0.48086824356019175,
temporal-random-s46,random,False,46,temporal,123,1250,0.55252,0.5082972540307779,0.4825868711667617,
temporal-random-s46,random,False,46,temporal,124,1260,0.5508,0.5059809112083055,0.4790135718124352,
temporal-random-s46,random,False,46,temporal,125,1270,0.55292,0.508082670157231,0.48127572826209897,
temporal-random-s46,random,False,46,temporal,126,1280,0.55652,0.5090347345769479,0.47737004172775255,
temporal-random-s46,random,False,46,temporal,127,1290,0.55284,0.5071644805047275,0.47875613000089756,
temporal-random-s46,random,False,46,temporal,128,1300,0.556,0.5081466358080861,0.47565747281141335,
temporal-random-s46,random,False,46,temporal,129,1310,0.55312,0.5073325602853735,0.4787339735612378,
temporal-random-s46,random,False,46,temporal,130,1320,0.55388,0.5074802955491536,0.47775113542185116,
temporal-random-s46,random,False,46,temporal,131,1330,0.5552,0.5082387922105727,0.47751275019245576,
temporal-random-s46,random,False,46,temporal,132,1340,0.55252,0.5062377402581788,0.47660764026635927,
temporal-random-s46,random,False,46,temporal,133,1350,0.55392,0.5065538992920207,0.4748639129042588,
temporal-random-s46,random,False,46,temporal,134,1360,0.5556,0.5075873417792017,0.47471830054964037,
temporal-random-s46,random,False,46,temporal,135,1370,0.55496,0.5077684112553992,0.4765467185375276,
temporal-random-s46,random,False,46,temporal,136,1380,0.55504,0.5068143156600854,0.4734301247910392,
temporal-random-s46,random,False,46,temporal,137,1390,0.55332,0.5058709820193457,0.47394601048408314,
temporal-random-s46,random,False,46,temporal,138,1400,0.5556,0.5068883552866832,0.472513656132414,
temporal-random-s46,random,False,46,temporal,139,1410,0.5562,0.5080206210188344,0.47486158776119103,
temporal-random-s46,random,False,46,temporal,140,1420,0.5564,0.5073828482618461,0.47242663145152014,
temporal-random-s46,random,False,46,temporal,141,1430,0.55576,0.505354621145619,0.46716676828463916,
temporal-random-s46,random,False,46,temporal,142,1440,0.55764,0.5085212730425814,0.4734812166007054,
temporal-random-s46,random,False,46,temporal,143,1450,0.55408,0.5055444050203453,0.47138564801905913,
temporal-random-s46,random,False,46,temporal,144,1460,0.55812,0.5060045481952923,0.4639798235853035,
temporal-random-s46,random,False,46,temporal,145,1470,0.55592,0.5056432446457638,0.46777474756146875,
temporal-random-s46,random,False,46,temporal,146,1480,0.55472,0.5054132631507563,0.46962169546777766,
temporal-random-s46,random,False,46,temporal,147,1490,0.55212,0.5034441858335658,0.46876305004656676,
temporal-random-s46,random,False,46,temporal,148,1500,0.55696,0.5065332271661873,0.46843963108627695,
temporal-random-s46,random,False,46,temporal,149,1510,0.55596,0.5054033529794971,0.46688454390843687,
temporal-random-s46,random,False,46,temporal,150,1520,0.55616,0.5054146391084188,0.46647433585767517,
temporal-random-s46,random,False,46,temporal,151,1530,0.5564,0.5056728277355063,0.466804873407688,
temporal-random-s46,random,False,46,temporal,152,1540,0.55212,0.5036064505550433,0.4692810274763294,
temporal-random-s46,random,False,46,temporal,153,1550,0.55412,0.5044058164351263,0.4676228241617783,
temporal-random-s46,random,False,46,temporal,154,1560,0.55448,0.5040067395716742,0.46550598894348894,
temporal-random-s46,random,False,46,temporal,155,1570,0.55384,0.5044873746875225,0.46849235245410603,
temporal-random-s46,random,False,46,temporal,156,1580,0.55592,0.5059178464821104,0.4686849555431636,
temporal-random-s46,random,False,46,temporal,157,1590,0.55816,0.5067632086611948,0.4665097522094571,
temporal-random-s46,random,False,46,temporal,158,1600,0.55596,0.504854149306804,0.46502829173855775,
temporal-random-s46,random,False,46,temporal,159,1610,0.5552,0.504069837058766,0.4640913606561508,
temporal-random-s46,random,False,46,temporal,160,1620,0.55708,0.5056762512492139,0.4652699460351376,
temporal-random-s46,random,False,46,temporal,161,1630,0.55648,0.5062540060434026,0.46857028013109886,
temporal-random-s46,random,False,46,temporal,162,1640,0.55852,0.5065638422241766,0.46498664659604083,
temporal-random-s46,random,False,46,temporal,163,1650,0.55676,0.5059727373645726,0.46700636038178744,
temporal-random-s46,random,False,46,temporal,164,1660,0.55476,0.5037129889911921,0.46388060000313913,
temporal-random-s46,random,False,46,temporal,165,1670,0.55896,0.505772355339756,0.46113158231144413,
temporal-random-s46,random,False,46,temporal,166,1680,0.55696,0.5049230618530645,0.46294369694896165,
temporal-random-s46,random,False,46,temporal,167,1690,0.55368,0.5033999094816424,0.4652569863163528,
temporal-random-s46,random,False,46,temporal,168,1700,0.55204,0.5017021906720226,0.46322930350089586,
temporal-random-s46,random,False,46,temporal,169,1710,0.55464,0.5037960870057343,0.46443592895112945,
temporal-random-s46,random,False,46,temporal,170,1720,0.55496,0.5054093318431494,0.46909538074921797,
temporal-random-s46,random,False,46,temporal,171,1730,0.554,0.5026790387101118,0.46208904307240506,
temporal-random-s46,random,False,46,temporal,172,1740,0.55544,0.5037039306032477,0.46227628032220863,
temporal-random-s46,random,False,46,temporal,173,1750,0.55132,0.5016266112832787,0.4645680583316598,
temporal-random-s46,random,False,46,temporal,174,1760,0.55248,0.5031324822816785,0.4669942892887752,
temporal-random-s46,random,False,46,temporal,175,1770,0.5534,0.5036811781604724,0.4668042039611218,
temporal-random-s46,random,False,46,temporal,176,1780,0.55368,0.5037369208262494,0.4663771257071407,
temporal-random-s46,random,False,46,temporal,177,1790,0.55536,0.5042336415423896,0.46428413354800113,
temporal-random-s46,random,False,46,temporal,178,1800,0.55376,0.5035192574284105,0.46547780036736186,
temporal-random-s46,random,False,46,temporal,179,1810,0.55376,0.5049421942167517,0.4701298538651194,
temporal-random-s46,random,False,46,temporal,180,1820,0.54824,0.5008886229432095,0.46864269631159783,
temporal-random-s46,random,False,46,temporal,181,1830,0.55616,0.5053771934034624,0.4663480545243158,
temporal-random-s46,random,False,46,temporal,182,1840,0.54864,0.500074907790361,0.46525748498490027,
temporal-random-s46,random,False,46,temporal,183,1850,0.55752,0.5056461603655723,0.4641437512019224,
temporal-random-s46,random,False,46,temporal,184,1860,0.55448,0.5033576806857643,0.46330918288261247,
temporal-random-s46,random,False,46,temporal,185,1870,0.55768,0.5072578654408413,0.46926190740140217,
temporal-random-s46,random,False,46,temporal,186,1880,0.5604,0.507458788020454,0.46364925635647763,
temporal-random-s46,random,False,46,temporal,187,1890,0.55808,0.5057701275987786,0.46325360321237546,
temporal-random-s46,random,False,46,temporal,188,1900,0.55884,0.5073407996509,0.46692492614558784,
temporal-random-s46,random,False,46,temporal,189,1910,0.55868,0.5074016693970144,0.4674997474569409,
temporal-random-s46,random,False,46,temporal,190,1920,0.56112,0.5077590416389359,0.46296416029162246,
temporal-random-s46,random,False,46,temporal,191,1930,0.55996,0.5068398200181856,0.46251003854478734,
temporal-random-s46,random,False,46,temporal,192,1940,0.56088,0.5072262511755019,0.4616318210404775,
temporal-random-s46,random,False,46,temporal,193,1950,0.56196,0.5084005818990476,0.4632044529331243,
temporal-random-s46,random,False,46,temporal,194,1960,0.56032,0.5059414670886488,0.4583310047611364,
temporal-random-s46,random,False,46,temporal,195,1970,0.55884,0.5058055257476897,0.46154493560275645,
temporal-random-s46,random,False,46,temporal,196,1980,0.56236,0.5077366495660246,0.45975596731160673,
temporal-random-s46,random,False,46,temporal,197,1990,0.55952,0.5053596008019212,0.4582243336976002,
temporal-random-s46,random,False,46,temporal,198,2000,0.56104,0.5061917931005224,0.45740154566373703,
temporal-random-s47,random,False,47,temporal,0,20,0.56788,0.5205025881927435,0.49027062369161556,
temporal-random-s47,random,False,47,temporal,1,30,0.57064,0.5127997314916904,0.4568700320406809,
temporal-random-s47,random,False,47,temporal,2,40,0.5518,0.5031914682762314,0.46862302574105397,
